incident_number,count
TIX00312683,1
TIX00582504,1
TIX00370507,1
TIX00356918,1
TIX00500437,1
TIX00542782,1
TIX00571742,1
TIX00521983,1
TIX00527348,1
TIX00365584,1
TIX00434486,9
TIX00371405,1
TIX00597979,1
TIX00320841,1
TIX00590186,1
TIX00433366,1
TIX00398751,1
TIX00595193,1
TIX00381554,1
TIX00438601,1
TIX00590755,3
TIX00585537,1
TIX00532567,1
TIX00420511,3
TIX00613969,1
TIX00521890,1
TIX00359846,1
TIX00407170,6
TIX00380269,1
TIX00606573,1
TIX00527798,3
TIX00606818,1
TIX00614232,1
TIX00545366,1
TIX00573733,1
TIX00406360,1
TIX00355827,1
TIX00557531,1
TIX00511575,1
TIX00331279,2
TIX00512195,2
TIX00542079,1
TIX00440907,1
TIX00393460,1
TIX00585531,1
TIX00522349,1
TIX00441862,3
TIX00447357,1
TIX00565250,1
TIX00421110,1
TIX00524433,3
TIX00324331,1
TIX00337823,1
TIX00456043,1
TIX00529741,1
TIX00359055,1
TIX00595473,1
TIX00578241,2
TIX00539732,1
TIX00438263,1
TIX00415898,1
TIX00448596,1
TIX00447439,1
TIX00576364,1
TIX00435407,1
TIX00374696,1
TIX00594018,1
TIX00503524,1
TIX00384347,1
TIX00506798,1
TIX00433861,1
TIX00549487,1
TIX00606123,2
TIX00372611,1
TIX00437601,1
TIX00388191,1
TIX00506711,1
TIX00366795,1
TIX00549161,1
TIX00446202,1
TIX00575725,4
TIX00553259,2
TIX00378116,1
TIX00425846,1
TIX00553141,1
TIX00386524,6
TIX00540758,1
TIX00352222,2
TIX00327493,1
TIX00598853,1
TIX00336508,1
TIX00552791,1
TIX00383514,1
TIX00525050,1
TIX00326523,1
TIX00542858,1
TIX00351982,1
TIX00523643,1
TIX00424799,1
TIX00326685,2
TIX00523488,4
TIX00323873,1
TIX00341230,1
TIX00355682,1
TIX00429753,1
TIX00339794,1
TIX00454538,1
TIX00590649,1
TIX00426357,1
TIX00564700,1
TIX00575173,1
TIX00528620,1
TIX00519033,1
TIX00527155,1
TIX00502773,1
TIX00556574,1
TIX00547275,1
TIX00406426,1
TIX00513978,1
TIX00526454,1
TIX00572143,1
TIX00533308,1
TIX00382923,1
TIX00525216,2
TIX00550203,1
TIX00501064,1
TIX00525188,1
TIX00420371,1
TIX00543900,1
TIX00413373,1
TIX00383990,1
TIX00512076,1
TIX00414117,1
TIX00456744,4
TIX00603403,1
TIX00567025,1
TIX00591667,1
TIX00406716,2
TIX00611038,1
TIX00338339,1
TIX00379212,1
TIX00532074,2
TIX00579624,1
TIX00450051,2
TIX00573663,2
TIX00605210,3
TIX00356761,1
TIX00511437,1
TIX00586577,2
TIX00564128,1
TIX00361133,1
TIX00328728,3
TIX00598907,3
TIX00329995,1
TIX00320553,2
TIX00392165,2
TIX00619840,1
TIX00424515,1
TIX00405061,1
TIX00557527,1
TIX00367366,1
TIX00424462,1
TIX00443400,1
TIX00595116,1
TIX00611481,2
TIX00529771,1
TIX00379509,1
TIX00540378,1
TIX00342729,1
TIX00370782,1
TIX00394155,1
TIX00349417,1
TIX00421828,1
TIX00526800,1
TIX00579553,1
TIX00328907,1
TIX00406719,1
TIX00361486,1
TIX00559223,1
TIX00424498,1
TIX00587167,1
TIX00378343,23
TIX00563802,1
TIX00372077,1
TIX00358609,1
TIX00575679,2
TIX00456197,1
TIX00574935,1
TIX00402111,1
TIX00517678,1
TIX00610265,1
TIX00360871,2
TIX00617817,1
TIX00392288,1
TIX00538983,1
TIX00329628,1
TIX00572938,1
TIX00417743,1
TIX00335007,3
TIX00527558,1
TIX00355773,2
TIX00384455,6
TIX00333500,1
TIX00358614,1
TIX00434165,1
TIX00517991,1
TIX00539818,1
TIX00621633,1
TIX00545081,1
TIX00556537,2
TIX00525427,1
TIX00403739,1
TIX00329981,1
TIX00565173,1
TIX00380223,2
TIX00549877,1
TIX00113400,2
TIX00604101,3
TIX00439985,1
TIX00516582,1
TIX00524742,18
TIX00337473,2
TIX00323335,1
TIX00516320,1
TIX00621001,1
TIX00571303,2
TIX00398983,1
TIX00435477,1
TIX00522645,2
TIX00522270,1
TIX00525207,1
TIX00404053,1
TIX00570432,1
TIX00371134,1
TIX00357252,1
TIX00614142,1
TIX00522581,1
TIX00585845,1
TIX00548327,1
TIX00551640,1
TIX00335397,1
TIX00338503,1
TIX00449272,1
TIX00555334,1
TIX00424091,1
TIX00446230,1
TIX00377118,3
TIX00537340,1
TIX00445199,1
TIX00438544,2
TIX00619112,2
TIX00531997,1
TIX00446713,3
TIX00357415,1
TIX00425590,1
TIX00546749,1
TIX00531339,1
TIX00601627,1
TIX00359484,1
TIX00416297,3
TIX00451350,1
TIX00422085,1
TIX00542179,1
TIX00527162,1
TIX00321779,1
TIX00568412,1
TIX00324824,2
TIX00575821,12
TIX00441914,1
TIX00577338,13
TIX00336104,1
TIX00613430,1
TIX00601613,1
TIX00375398,18
TIX00623362,1
TIX00416057,1
TIX00568314,1
TIX00604974,1
TIX00515070,1
TIX00393761,1
TIX00420221,1
TIX00515901,1
TIX00377721,1
TIX00409893,1
TIX00572332,1
TIX00586967,1
TIX00554908,1
TIX00543193,1
TIX00387166,2
TIX00353921,1
TIX00341562,1
TIX00526673,1
TIX00601463,1
TIX00417711,18
TIX00451526,1
TIX00617492,1
TIX00546525,1
TIX00387575,7
TIX00586881,1
TIX00505310,3
TIX00456494,1
TIX00576409,1
TIX00584057,1
TIX00623309,1
TIX00361630,1
TIX00570565,4
TIX00595669,2
TIX00443584,1
TIX00616305,1
TIX00525570,2
TIX00386787,1
TIX00604188,1
TIX00362018,1
TIX00442914,1
TIX00544953,1
TIX00370935,1
TIX00371601,1
TIX00558676,2
TIX00549372,1
TIX00443629,1
TIX00600647,1
TIX00381930,1
TIX00366532,1
TIX00585110,1
TIX00390821,1
TIX00557651,1
TIX00403828,1
TIX00522264,1
TIX00342264,1
TIX00352536,31
TIX00522024,1
TIX00528574,1
TIX00429811,1
TIX00358919,2
TIX00533169,1
TIX00399209,1
TIX00558612,1
TIX00385535,1
TIX00592510,4
TIX00455816,1
TIX00357078,1
TIX00560145,1
TIX00405506,1
TIX00507143,1
TIX00329506,1
TIX00341541,1
TIX00584336,1
TIX00382014,1
TIX00348339,1
TIX00415066,1
TIX00393352,1
TIX00510546,1
TIX00553854,1
TIX00557027,1
TIX00327070,1
TIX00404081,1
TIX00368969,3
TIX00383694,1
TIX00589524,1
TIX00320810,1
TIX00342904,1
TIX00353527,1
TIX00571821,1
TIX00360143,1
TIX00432969,1
TIX00603789,1
TIX00581256,1
TIX00340261,1
TIX00610932,1
TIX00520752,2
TIX00537998,1
TIX00342654,1
TIX00563585,1
TIX00537392,2
TIX00416588,1
TIX00596303,1
TIX00378000,10
TIX00408042,1
TIX00602063,4
TIX00519531,5
TIX00547529,1
TIX00571270,2
TIX00335971,44
TIX00527606,1
TIX00321706,1
TIX00512557,5
TIX00398094,1
TIX00540792,1
TIX00356311,1
TIX00321908,1
TIX00353291,5
TIX00584761,1
TIX00395297,1
TIX00590555,1
TIX00585662,2
TIX00364294,1
TIX00524371,1
TIX00371694,3
TIX00572976,1
TIX00337716,1
TIX00381603,1
TIX00390378,1
TIX00387829,1
TIX00388291,2
TIX00379534,1
TIX00618856,1
TIX00537974,1
TIX00550000,2
TIX00357960,1
TIX00534621,1
TIX00371356,6
TIX00593345,1
TIX00585896,1
TIX00345249,2
TIX00435632,1
TIX00378934,6
TIX00589884,1
TIX00604959,2
TIX00347329,6
TIX00329302,1
TIX00568518,1
TIX00345396,1
TIX00576653,1
TIX00413679,1
TIX00576465,1
TIX00383096,1
TIX00316356,1
TIX00351802,1
TIX00596967,1
TIX00581093,1
TIX00619245,1
TIX00424731,1
TIX00587964,1
TIX00433029,1
TIX00363781,1
TIX00353573,1
TIX00422430,1
TIX00437782,1
TIX00399244,1
TIX00435795,1
TIX00368717,1
TIX00424067,1
TIX00367408,1
TIX00414338,4
TIX00326803,1
TIX00527260,1
TIX00334597,1
TIX00342294,1
TIX00420985,1
TIX00584489,7
TIX00408716,1
TIX00519601,1
TIX00401301,1
TIX00582746,1
TIX00577526,1
TIX00576379,1
TIX00442201,1
TIX00554600,1
TIX00429952,1
TIX00395856,2
TIX00369594,1
TIX00510401,1
TIX00387221,1
TIX00383436,1
TIX00526262,1
TIX00610212,1
TIX00455219,3
TIX00616042,1
TIX00558839,5
TIX00335579,1
TIX00453500,2
TIX00360967,4
TIX00416874,1
TIX00456424,1
TIX00373689,1
TIX00328313,1
TIX00606299,1
TIX00438794,1
TIX00523559,1
TIX00564697,1
TIX00412087,2
TIX00609355,1
TIX00439565,1
TIX00348937,2
TIX00392460,1
TIX00603562,1
TIX00582678,3
TIX00535880,1
TIX00500634,1
TIX00406676,1
TIX00326231,1
TIX00346389,1
TIX00523040,1
TIX00526160,1
TIX00420339,1
TIX00354825,1
TIX00567277,1
TIX00501473,1
TIX00350218,1
TIX00568536,2
TIX00337576,1
TIX00389689,1
TIX00420518,1
TIX00591192,1
TIX00569331,1
TIX00518360,1
TIX00592063,1
TIX00411907,3
TIX00452812,3
TIX00385504,1
TIX00599423,2
TIX00436491,2
TIX00409560,1
TIX00426745,1
TIX00500474,2
TIX00336199,1
TIX00441563,1
TIX00410207,3
TIX00577840,1
TIX00337098,1
TIX00553808,1
TIX00604348,2
TIX00434151,1
TIX00617073,2
TIX00612103,1
TIX00300700,2
TIX00616379,7
TIX00598915,1
TIX00582482,1
TIX00559141,1
TIX00512617,1
TIX00589986,1
TIX00400998,1
TIX00572246,1
TIX00329009,1
TIX00392171,1
TIX00453039,1
TIX00595821,1
TIX00579358,1
TIX00408475,1
TIX00370403,1
TIX00455850,1
TIX00623088,1
TIX00410346,1
TIX00316239,1
TIX00450967,1
TIX00599590,1
TIX00334483,1
TIX00374416,1
TIX00604798,1
TIX00319796,1
TIX00383691,1
TIX00524637,1
TIX00361316,1
TIX00417475,3
TIX00326530,1
TIX00428528,1
TIX00528739,1
TIX00503468,1
TIX00339653,1
TIX00608649,1
TIX00598540,1
TIX00414145,3
TIX00428835,1
TIX00348340,1
TIX00455154,1
TIX00590332,2
TIX00535032,1
TIX00572142,2
TIX00346581,1
TIX00502690,1
TIX00332913,1
TIX00533958,3
TIX00458160,1
TIX00562189,1
TIX00603207,5
TIX00446374,3
TIX00578236,23
TIX00606435,1
TIX00445852,2
TIX00606327,1
TIX00325342,1
TIX00402115,2
TIX00596086,1
TIX00611333,1
TIX00386314,1
TIX00611160,2
TIX00534547,1
TIX00443795,1
TIX00528965,1
TIX00341925,1
TIX00411832,2
TIX00429376,2
TIX00623671,1
TIX00451273,2
TIX00342101,1
TIX00532335,2
TIX00330367,1
TIX00375201,1
TIX00581359,1
TIX00606670,3
TIX00349359,1
TIX00414706,1
TIX00410215,1
TIX00535482,1
TIX00384461,7
TIX00343125,1
TIX00600849,1
TIX00523263,1
TIX00508249,1
TIX00559200,2
TIX00365512,1
TIX00447110,1
TIX00597217,1
TIX00381951,22
TIX00324016,1
TIX00330079,2
TIX00323328,1
TIX00449182,1
TIX00360255,1
TIX00434387,1
TIX00439092,1
TIX00420964,1
TIX00400416,1
TIX00614197,1
TIX00570976,1
TIX00442121,1
TIX00323910,1
TIX00368398,1
TIX00534500,2
TIX00380627,1
TIX00521706,1
TIX00621891,1
TIX00390255,1
TIX00569785,1
TIX00358168,1
TIX00346186,1
TIX00413470,2
TIX00623324,1
TIX00568000,1
TIX00348784,1
TIX00319511,3
TIX00332738,1
TIX00604545,1
TIX00564956,1
TIX00604503,1
TIX00608895,1
TIX00622710,1
TIX00404011,1
TIX00519910,1
TIX00610485,1
TIX00589538,1
TIX00359466,1
TIX00363129,1
TIX00616190,1
TIX00523911,1
TIX00325634,1
TIX00514805,42
TIX00356120,1
TIX00522370,2
TIX00447841,1
TIX00428070,3
TIX00346440,1
TIX00347401,1
TIX00433360,1
TIX00322019,5
TIX00564315,1
TIX00355480,2
TIX00401151,1
TIX00591910,1
TIX00603209,3
TIX00605571,1
TIX00406624,1
TIX00427185,3
TIX00573186,1
TIX00508428,2
TIX00436034,2
TIX00599021,1
TIX00456674,1
TIX00556674,2
TIX00561608,1
TIX00427001,1
TIX00575820,1
TIX00553853,1
TIX00453506,2
TIX00617609,1
TIX00404685,1
TIX00379160,2
TIX00437424,1
TIX00569480,1
TIX00547872,1
TIX00238290,1
TIX00341501,14
TIX00335954,2
TIX00453176,1
TIX00574307,1
TIX00275142,1
TIX00521640,1
TIX00524454,1
TIX00420702,2
TIX00328253,1
TIX00370123,1
TIX00337487,1
TIX00423014,1
TIX00375072,1
TIX00565180,1
TIX00388762,2
TIX00543145,1
TIX00391800,2
TIX00351618,1
TIX00617296,1
TIX00518761,2
TIX00433504,1
TIX00405151,1
TIX00454836,1
TIX00428929,1
TIX00507080,1
TIX00581289,1
TIX00551499,1
TIX00380346,2
TIX00596571,1
TIX00522844,1
TIX00417609,1
TIX00400582,4
TIX00551926,1
TIX00503255,1
TIX00357044,1
TIX00523641,1
TIX00545112,1
TIX00401580,1
TIX00448105,1
TIX00534448,1
TIX00372928,1
TIX00285429,1
TIX00424685,12
TIX00583865,1
TIX00386306,2
TIX00362055,2
TIX00563310,1
TIX00546414,1
TIX00523766,1
TIX00505110,1
TIX00354249,1
TIX00348061,1
TIX00378103,1
TIX00570690,1
TIX00380165,1
TIX00405094,2
TIX00436326,1
TIX00424637,1
TIX00338254,1
TIX00444578,1
TIX00377334,1
TIX00544465,1
TIX00595634,1
TIX00550768,1
TIX00581514,1
TIX00353236,1
TIX00435657,1
TIX00418843,1
TIX00573852,5
TIX00547371,1
TIX00310694,1
TIX00392941,1
TIX00602069,1
TIX00458344,1
TIX00451201,2
TIX00444094,1
TIX00589245,1
TIX00521407,1
TIX00449263,1
TIX00598445,1
TIX00387238,1
TIX00445126,1
TIX00426266,1
TIX00598334,2
TIX00525426,1
TIX00352621,1
TIX00365393,1
TIX00390498,2
TIX00528991,1
TIX00568490,1
TIX00457878,1
TIX00408700,1
TIX00390628,1
TIX00558590,1
TIX00619130,1
TIX00363680,1
TIX00572434,1
TIX00549408,1
TIX00510056,1
TIX00354517,1
TIX00527184,1
TIX00613374,1
TIX00503498,1
TIX00596600,1
TIX00551425,1
TIX00530348,1
TIX00593209,2
TIX00438254,1
TIX00416406,3
TIX00395412,1
TIX00513816,1
TIX00383952,1
TIX00440553,1
TIX00346721,1
TIX00590856,1
TIX00565747,1
TIX00321517,2
TIX00609360,1
TIX00385727,1
TIX00394028,1
TIX00337695,1
TIX00542203,9
TIX00515592,1
TIX00405504,1
TIX00373600,1
TIX00339990,1
TIX00537191,1
TIX00597585,1
TIX00610331,1
TIX00431556,1
TIX00531115,2
TIX00427003,1
TIX00283757,1
TIX00548283,1
TIX00320288,1
TIX00595894,1
TIX00350805,1
TIX00588045,1
TIX00370406,1
TIX00589403,1
TIX00616954,1
TIX00536021,1
TIX00415146,2
TIX00577701,1
TIX00210735,1
TIX00444763,1
TIX00428812,4
TIX00531853,1
TIX00402136,1
TIX00457837,1
TIX00543626,1
TIX00380724,1
TIX00330099,1
TIX00608056,1
TIX00594167,2
TIX00519034,1
TIX00616448,1
TIX00443016,1
TIX00448214,1
TIX00612176,1
TIX00578140,1
TIX00548832,1
TIX00617569,1
TIX00434890,2
TIX00619512,1
TIX00532159,1
TIX00344809,1
TIX00400912,6
TIX00396715,1
TIX00326038,1
TIX00554882,1
TIX00408863,2
TIX00369073,1
TIX00408652,2
TIX00524642,2
TIX00565480,1
TIX00373781,1
TIX00371376,1
TIX00524974,4
TIX00392734,2
TIX00366466,1
TIX00451305,1
TIX00378735,1
TIX00503787,1
TIX00441638,1
TIX00542443,1
TIX00526130,1
TIX00357594,1
TIX00527480,1
TIX00570271,1
TIX00438545,1
TIX00317867,1
TIX00369311,1
TIX00613032,1
TIX00579687,1
TIX00413204,1
TIX00535030,1
TIX00352101,2
TIX00359386,1
TIX00368237,1
TIX00616168,1
TIX00397015,1
TIX00591274,2
TIX00567246,1
TIX00525194,1
TIX00553559,1
TIX00369125,1
TIX00524819,2
TIX00347464,1
TIX00577578,1
TIX00353754,1
TIX00560634,1
TIX00565954,1
TIX00530039,1
TIX00569758,1
TIX00530326,1
TIX00571412,1
TIX00366912,1
TIX00605169,1
TIX00598732,1
TIX00353375,1
TIX00393892,1
TIX00522650,1
TIX00546173,1
TIX00513274,3
TIX00614187,6
TIX00404503,1
TIX00322078,1
TIX00501455,1
TIX00325297,1
TIX00337691,1
TIX00390317,1
TIX00572240,1
TIX00522259,2
TIX00414084,1
TIX00347208,1
TIX00363946,1
TIX00359042,1
TIX00371184,1
TIX00454755,1
TIX00569522,1
TIX00529088,1
TIX00431147,1
TIX00335735,2
TIX00611313,7
TIX00520899,1
TIX00610257,1
TIX00444840,1
TIX00527620,1
TIX00429900,9
TIX00517147,1
TIX00518453,1
TIX00352321,1
TIX00618712,1
TIX00527003,2
TIX00351616,1
TIX00406255,1
TIX00324057,1
TIX00432389,4
TIX00321807,1
TIX00524120,5
TIX00325093,1
TIX00517615,1
TIX00523867,1
TIX00408196,1
TIX00362242,6
TIX00521668,1
TIX00339447,1
TIX00523287,2
TIX00603955,1
TIX00451732,1
TIX00451139,1
TIX00541680,1
TIX00599353,1
TIX00611917,1
TIX00524497,1
TIX00606046,7
TIX00524923,1
TIX00332715,2
TIX00425232,1
TIX00531066,1
TIX00500638,7
TIX00615315,1
TIX00582309,11
TIX00619405,1
TIX00448642,1
TIX00356693,1
TIX00435177,2
TIX00405180,1
TIX00396505,11
TIX00338542,1
TIX00327513,1
TIX00338125,2
TIX00357964,1
TIX00361130,1
TIX00550852,1
TIX00439237,3
TIX00349164,1
TIX00546336,1
TIX00602581,1
TIX00560329,2
TIX00524032,1
TIX00541047,1
TIX00601827,1
TIX00322488,1
TIX00560126,1
TIX00540481,6
TIX00383269,1
TIX00574575,7
TIX00591977,1
TIX00342401,1
TIX00607625,1
TIX00424483,1
TIX00381239,1
TIX00337444,1
TIX00349425,1
TIX00552724,5
TIX00532264,1
TIX00586191,1
TIX00506515,1
TIX00601675,1
TIX00523296,1
TIX00591102,1
TIX00540683,1
TIX00532852,2
TIX00330200,1
TIX00428052,1
TIX00419669,1
TIX00571097,1
TIX00362890,1
TIX00560404,1
TIX00331531,1
TIX00395256,1
TIX00546103,1
TIX00442303,1
TIX00359038,1
TIX00445182,1
TIX00338305,1
TIX00446868,10
TIX00526341,2
TIX00506486,1
TIX00439407,2
TIX00519390,2
TIX00577791,2
TIX00560396,1
TIX00426190,1
TIX00408924,1
TIX00354556,1
TIX00410383,1
TIX00557528,5
TIX00517886,1
TIX00427379,1
TIX00323869,1
TIX00324539,1
TIX00512531,1
TIX00503355,1
TIX00371218,2
TIX00562023,2
TIX00422920,3
TIX00617230,1
TIX00538825,2
TIX00353005,1
TIX00593720,1
TIX00530106,2
TIX00328291,1
TIX00569568,2
TIX00562247,1
TIX00564480,1
TIX00400446,1
TIX00503313,2
TIX00329661,1
TIX00526981,1
TIX00594095,1
TIX00453931,1
TIX00457258,1
TIX00337710,1
TIX00354467,5
TIX00546717,3
TIX00347513,1
TIX00372105,1
TIX00570472,1
TIX00554764,1
TIX00420156,1
TIX00610749,1
TIX00430759,1
TIX00418637,4
TIX00564693,2
TIX00559110,1
TIX00393791,1
TIX00439338,1
TIX00611998,1
TIX00351979,1
TIX00505206,2
TIX00414988,1
TIX00564367,1
TIX00557343,1
TIX00504064,1
TIX00420869,1
TIX00553737,1
TIX00445325,1
TIX00320729,1
TIX00598567,1
TIX00449288,1
TIX00322874,1
TIX00520559,1
TIX00397932,1
TIX00330567,1
TIX00582774,1
TIX00557006,3
TIX00340996,1
TIX00396726,1
TIX00583214,1
TIX00583456,1
TIX00323828,1
TIX00368904,1
TIX00513404,1
TIX00543160,1
TIX00551066,3
TIX00445311,1
TIX00547614,1
TIX00365647,1
TIX00531945,1
TIX00520050,4
TIX00560919,1
TIX00511144,1
TIX00352076,1
TIX00445968,1
TIX00601906,2
TIX00589456,1
TIX00590522,1
TIX00561626,1
TIX00362045,1
TIX00307085,1
TIX00616850,1
TIX00586079,5
TIX00421690,1
TIX00554914,1
TIX00328326,1
TIX00572153,2
TIX00352031,1
TIX00373143,1
TIX00594860,1
TIX00553508,1
TIX00322565,4
TIX00614060,2
TIX00583864,1
TIX00444126,1
TIX00342286,1
TIX00591247,1
TIX00557334,1
TIX00417396,1
TIX00397778,2
TIX00501777,5
TIX00590442,1
TIX00405190,1
TIX00583876,1
TIX00372367,1
TIX00510131,1
TIX00580417,3
TIX00395494,1
TIX00516092,1
TIX00379198,18
TIX00513242,1
TIX00328733,1
TIX00346167,1
TIX00381051,1
TIX00587401,1
TIX00523364,1
TIX00528612,1
TIX00423475,1
TIX00523594,1
TIX00328348,9
TIX00549121,2
TIX00620592,2
TIX00578407,1
TIX00324871,1
TIX00408721,2
TIX00424198,1
TIX00621618,1
TIX00369350,1
TIX00450006,1
TIX00522874,18
TIX00579244,2
TIX00352429,1
TIX00444462,1
TIX00335105,2
TIX00562813,2
TIX00375014,3
TIX00413300,1
TIX00448666,3
TIX00504363,1
TIX00533711,1
TIX00505319,1
TIX00600663,1
TIX00617547,2
TIX00401961,1
TIX00548737,1
TIX00614897,1
TIX00447342,1
TIX00453607,1
TIX00419853,1
TIX00414678,1
TIX00357696,1
TIX00525362,1
TIX00363564,1
TIX00604254,1
TIX00374132,1
TIX00346663,1
TIX00358377,1
TIX00381187,1
TIX00431209,1
TIX00410903,1
TIX00413372,1
TIX00556656,1
TIX00334181,2
TIX00330247,1
TIX00547535,1
TIX00611286,1
TIX00554603,1
TIX00399153,1
TIX00552664,2
TIX00388673,1
TIX00567217,1
TIX00598638,1
TIX00357600,1
TIX00506935,1
TIX00323592,1
TIX00322228,1
TIX00453136,1
TIX00442611,1
TIX00563127,1
TIX00524870,1
TIX00604018,1
TIX00388009,1
TIX00363015,1
TIX00584502,1
TIX00373757,1
TIX00621927,2
TIX00417216,1
TIX00538847,3
TIX00448889,1
TIX00342758,1
TIX00374990,1
TIX00371643,1
TIX00608663,1
TIX00383876,2
TIX00434205,1
TIX00427162,1
TIX00342901,2
TIX00560935,1
TIX00372970,1
TIX00440335,1
TIX00429888,1
TIX00622017,4
TIX00585971,1
,212874
TIX00453928,1
TIX00353057,4
TIX00556596,1
TIX00351165,1
TIX00572372,1
TIX00612831,1
TIX00434067,1
TIX00366153,1
TIX00371829,1
TIX00620375,1
TIX00586669,1
TIX00561450,2
TIX00362546,1
TIX00335520,1
TIX00603412,1
TIX00447980,1
TIX00372156,1
TIX00539278,1
TIX00587084,1
TIX00503932,1
TIX00589427,1
TIX00526742,1
TIX00390272,12
TIX00392975,1
TIX00590559,1
TIX00348580,1
TIX00403526,4
TIX00547816,1
TIX00335011,3
TIX00562061,1
TIX00536703,1
TIX00406056,1
TIX00618219,2
TIX00399866,2
TIX00504296,3
TIX00567892,1
TIX00347210,1
TIX00545261,1
TIX00544555,1
TIX00429899,1
TIX00414291,1
TIX00374872,1
TIX00561639,3
TIX00325570,1
TIX00550791,1
TIX00382663,1
TIX00428040,1
TIX00342629,1
TIX00396746,5
TIX00507392,1
TIX00556678,1
TIX00556838,1
TIX00326039,1
TIX00526812,3
TIX00453111,1
TIX00414329,1
TIX00555213,1
TIX00548733,1
TIX00370106,1
TIX00345549,1
TIX00546556,1
TIX00418935,1
TIX00413111,1
TIX00330714,1
TIX00613611,1
TIX00271610,1
TIX00605344,1
TIX00331672,1
TIX00419622,1
TIX00517832,2
TIX00610371,1
TIX00353008,1
TIX00506972,1
TIX00350851,1
TIX00591075,1
TIX00557366,1
TIX00345368,1
TIX00515586,1
TIX00300014,1
TIX00353301,1
TIX00590619,1
TIX00448298,3
TIX00412240,1
TIX00550865,1
TIX00510551,4

