name,Sys_class_name,Class1,Class2,Class3,LOV_Hardwware_Status,HARDWARE_STATUS_FLAG,CNT
5cg90273vb-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90273xc-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg902796q-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9033t51-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9033t8h-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9033t93-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9033tc7-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90360jg-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90360sz-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90361hz-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9036my3-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9036myq-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9036n2v-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9036n3h-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9036qg9-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90406k9-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90406w9-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90406zn-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg904072r-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg904074d-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg904074y-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90425ct-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90425dn-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90425hx-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90427fj-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90427jb-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90438d5-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90438dh-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90438f8-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90438g7-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9046v4c-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90472b4-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9048vrd-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9048vvb-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9049gm5-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gmm-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gn6-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gns-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gp8-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gpy-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gr6-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051grj-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gs1-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gtc-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9051gty-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9052s78-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9055982-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9055m9y-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90573sm-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg905747n-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg905748v-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90574d7-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90574dz-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90574ft-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90574jw-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90574ks-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90574l0-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90574lc-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90574lr-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90574m6-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90574mq-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90574rc-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90614m2-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90614r3-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90614sl-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90614v7-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90614wn-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90614x5-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90614xm-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90614yg-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90614yl-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9062hpm-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9062hqg-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9062hqm-w10,cmdb_ci_laptop_pc,Decommissioned,NULL,NULL,Decommissioned,Y,1
5cg9062hs6-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9062htm-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9062hw1-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9062hwb-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9062hwk-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9062hyz-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9062j1m-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9062j4s-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072n4d-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072n7l-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072n7x-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072n8c-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072n8t-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072n9c-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072nd0-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072nd5-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072nfb-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072nfl-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072ns2-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072nzj-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072pgj-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072qw7-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072qyb-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072r63-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072r8v-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072r97-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072rjh-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9072rng-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90738zp-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9073905-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9073909-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg907390n-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg907390v-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9073916-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg907392z-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg907393f-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9073gfl-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9074jcg-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9074l0y-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074l26-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074l3g-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074l43-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lbb-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lbt-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lc1-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lg8-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lgn-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lj8-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lk5-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074ll2-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lmb-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lmq-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lp4-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074lpv-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074n0l-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074n9l-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074ppz-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9074qn1-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9075k1y-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9075wnq-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9075wns-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9075wpr-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9075wt6-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9075wxr-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9075x2y-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9076vt7-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9076w7j-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg908076j-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9080779-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg908077z-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9080786-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg908083s-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9081hsh-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9081hsn-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9081ht4-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9081ht9-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9081htd-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9081htm-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9081jht-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9081jw0-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9082150-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9082157-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg908215d-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg908243h-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9082449-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90824bj-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9082flj-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9082fwq-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9082rvl-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9082rw0-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90847ft-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg908584t-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9085877-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90858dq-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90858gv-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg90858h8-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90858jt-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9085l00-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9085l13-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9085l19-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9085sb0-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9085sm8-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9086kkl-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9086wz7-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90887cq-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9088ccf-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9090jp7-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90910n6-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9091ds5-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9091fc6-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9091sz2-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9091t3w-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg90927s1-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90927sb-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90927v9-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90927vn-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90927w9-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90927wl-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90927xk-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9092801-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909280n-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909282c-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909282q-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909283b-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909283n-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909286j-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909286t-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909287p-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909288c-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909289b-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909289r-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928b0-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928bk-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928c8-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928cq-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928d6-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928fc-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928fp-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928gd-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928jd-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928lp-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928m6-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928rp-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928sr-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928tf-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928v1-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928y8-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg90928z3-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909294z-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909296q-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg909297t-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9092995-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9092f27-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9092g3n-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9092lvk-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9092rzy-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9092zp3-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
5cg9094hz7-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9094j0k-w10,cmdb_ci_laptop_pc,"In Stock",NULL,NULL,"In Stock",Y,1
5cg9103jz2-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5cg9104j7k-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
5nq0tt2-w10,cmdb_ci_laptop_pc,Installed,NULL,NULL,Installed,Y,1
60b93791f2ce48b9b804719e438411c6,cmdb_ci_linux_server,decommissioned,NULL,NULL,Decommissioned,Y,1
641fdeeb3818470b9ae08b6183f9de56,cmdb_ci_linux_server,decommissioned,NULL,NULL,Decommissioned,Y,1
66d02b2ea6fe412192a2d1df0487e1cb,cmdb_ci_linux_server,decommissioned,NULL,NULL,Decommissioned,Y,1
69dc0f68fdae44a8af10537ad37e77fd,cmdb_ci_linux_server,decommissioned,NULL,NULL,Decommissioned,Y,1
6cr50427ch-w7,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
719131dc7446471386ab9043a6c4d3fe,cmdb_ci_linux_server,decommissioned,NULL,NULL,Decommissioned,Y,1
790d72b1e7c34d90a1b928b338c37018,cmdb_ci_linux_server,decommissioned,NULL,NULL,Decommissioned,Y,1
7n19gh2-w10,cmdb_ci_laptop_pc,installed,NULL,NULL,Installed,Y,1
8abedfdd7a224d8a9b7d94c371a00eae,cmdb_ci_linux_server,decommissioned,NULL,NULL,Decommissioned,Y,1
8cc8391gv2-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8391gw3-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8412t5c-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8420h91-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8470p9l-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8470z2h-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8470z4w-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc84804jp-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc84804js-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc84804jx-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc84804jy-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8511sdm-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8511sdq-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc8511sdr-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc852104h-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85210ds-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85210g2-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212bz-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212dl-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212dq-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212ds-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212dy-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212f0-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212f4-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212f5-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212fk-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212fp-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212fv-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212fx-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212g1-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc85212g3-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9010r3w-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9010ssv-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9010ssw-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc903483w-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc903483x-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s31-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s32-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s33-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s35-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s36-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s3b-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s3d-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s3g-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc9034s3j-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc90416qp-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
8cc90416qx-w10,cmdb_ci_desktop_pc,installed,NULL,NULL,Installed,Y,1
